0.95	0.05
0.93	0.07
0.95	0.05
0.94	0.06
0.96	0.04
0.92	0.08
0.94	0.06
0.96	0.04
0.95	0.05
0.96	0.04
0.95	0.05
0.99	0.01
0.92	0.08
0.93	0.07
0.94	0.06
0.96	0.04
0.94	0.06
0.99	0.01
0.96	0.04
0.97	0.03
0.94	0.06
0.94	0.06
0.97	0.03
0.96	0.04
0.95	0.05
0.94	0.06
0.99	0.01
0.95	0.05
0.98	0.02
0.91	0.09
0.92	0.08
0.96	0.04
0.94	0.06
0.94	0.06
0.97	0.03
0.94	0.06
0.95	0.05
0.96	0.04
0.99	0.01
0.95	0.05
0.94	0.06
0.95	0.05
0.96	0.04
0.97	0.03
0.92	0.08
0.97	0.03
0.97	0.03
0.96	0.04
0.96	0.04
0.94	0.06
0.9	0.1
0.97	0.03
0.92	0.08
0.93	0.07
0.98	0.02
0.91	0.09
0.92	0.08
0.94	0.06
0.94	0.06
0.93	0.07
0.92	0.08
0.96	0.04
0.99	0.01
0.92	0.08
0.96	0.04
0.93	0.07
0.96	0.04
0.95	0.05
0.98	0.02
0.93	0.07
0.96	0.04
0.96	0.04
0.97	0.03
0.95	0.05
0.96	0.04
0.95	0.05
0.98	0.02
0.97	0.03
0.99	0.01
0.93	0.07
0.97	0.03
0.98	0.02
0.97	0.03
0.97	0.03
0.93	0.07
0.93	0.07
0.94	0.06
0.94	0.06
0.96	0.04
0.93	0.07
0.97	0.03
0.96	0.04
0.93	0.07
0.93	0.07
0.95	0.05
0.94	0.06
0.96	0.04
0.97	0.03
0.97	0.03
0.95	0.05
0.91	0.09
0.98	0.02
0.96	0.04
0.94	0.06
0.94	0.06
0.93	0.07
0.99	0.01
0.93	0.07
0.94	0.06
0.98	0.02
0.9	0.1
0.98	0.02
0.99	0.01
0.97	0.03
0.96	0.04
0.93	0.07
0.93	0.07
0.95	0.05
0.95	0.05
0.96	0.04
0.96	0.04
0.96	0.04
0.92	0.08
0.98	0.02
0.98	0.02
0.95	0.05
0.96	0.04
0.94	0.06
0.94	0.06
0.95	0.05
0.95	0.05
0.95	0.05
0.9	0.1
0.92	0.08
0.98	0.02
0.95	0.05
0.96	0.04
0.99	0.01
0.98	0.02
0.95	0.05
0.96	0.04
0.96	0.04
0.94	0.06
0.99	0.01
0.96	0.04
0.97	0.03
0.96	0.04
0.94	0.06
0.99	0.01
0.94	0.06
0.97	0.03
0.93	0.07
0.94	0.06
0.93	0.07
0.89	0.11
0.97	0.03
0.92	0.08
0.95	0.05
1.0	0.0
0.97	0.03
0.94	0.06
0.94	0.06
0.96	0.04
0.94	0.06
0.93	0.07
0.94	0.06
0.95	0.05
0.98	0.02
0.97	0.03
0.95	0.05
0.97	0.03
0.94	0.06
0.94	0.06
0.95	0.05
0.97	0.03
0.96	0.04
0.95	0.05
0.96	0.04
0.95	0.05
0.96	0.04
0.91	0.09
0.95	0.05
0.93	0.07
0.95	0.05
0.95	0.05
0.98	0.02
0.94	0.06
0.96	0.04
0.96	0.04
0.92	0.08
0.97	0.03
0.97	0.03
0.97	0.03
0.95	0.05
0.96	0.04
0.95	0.05
0.97	0.03
0.92	0.08
0.93	0.07
0.94	0.06
